Rang,Abs. Frekv.,Promille,Kumulert,Ord
7849,142,0.01,833.3,avfall
7850,142,0.01,833.31,demonstrasjonen
7851,142,0.01,833.32,forretninger
7852,142,0.01,833.33,franc
7853,142,0.01,833.34,fredsavtalen
7854,142,0.01,833.35,fremsatt
7855,142,0.01,833.36,fullføre
7856,142,0.01,833.37,gaver
7857,142,0.01,833.38,hjemmelaget
7858,142,0.01,833.39,irritert
7859,142,0.01,833.4,kidnappet
7860,142,0.01,833.41,king
7861,142,0.01,833.42,kjerne
7862,142,0.01,833.43,kjæreste
7863,142,0.01,833.44,klienten
7864,142,0.01,833.45,kvaliteter
7865,142,0.01,833.46,libanon
7866,142,0.01,833.47,lofoten
7867,142,0.01,833.48,lovene
7868,142,0.01,833.49,medlemslandene
7869,142,0.01,833.5,meningsmåling
7870,142,0.01,833.51,moment
7871,142,0.01,833.52,offensiven
7872,142,0.01,833.53,ok
7873,142,0.01,833.54,ottar
7874,142,0.01,833.55,ovennevnte
7875,142,0.01,833.56,prioriterer
7876,142,0.01,833.57,pålegger
7877,142,0.01,833.58,rs
7878,142,0.01,833.59,runder
7879,142,0.01,833.6,samer
7880,142,0.01,833.61,smakte
7881,142,0.01,833.62,stjernene
7882,142,0.01,833.63,stranden
7883,142,0.01,833.64,syne
7884,142,0.01,833.65,tandem
7885,142,0.01,833.66,tidvis
7886,142,0.01,833.66,tynt
7887,142,0.01,833.67,velkjente
7888,142,0.01,833.68,våkne
7889,141,0.01,833.69,0-1
7890,141,0.01,833.7,arbeidstilsynet
7891,141,0.01,833.71,arrangeres
7892,141,0.01,833.72,bell
7893,141,0.01,833.73,belyse
7894,141,0.01,833.74,bredesen
7895,141,0.01,833.75,bryggen
7896,141,0.01,833.76,definerer
7897,141,0.01,833.77,endrede
7898,141,0.01,833.78,fastholder
7899,141,0.01,833.79,fiender
7900,141,0.01,833.8,forsamlingen
7901,141,0.01,833.81,gårde
7902,141,0.01,833.82,helikopteret
7903,141,0.01,833.83,helmut
7904,141,0.01,833.84,inspirert
7905,141,0.01,833.85,kjernefysiske
7906,141,0.01,833.86,leveranser
7907,141,0.01,833.87,lidelse
7908,141,0.01,833.88,longyearbyen
7909,141,0.01,833.89,mandela
7910,141,0.01,833.9,motor
7911,141,0.01,833.91,muren
7912,141,0.01,833.92,obligatoriske
7913,141,0.01,833.93,pga
7914,141,0.01,833.94,reindrifta
7915,141,0.01,833.95,resultert
7916,141,0.01,833.95,rykte
7917,141,0.01,833.96,samråd
7918,141,0.01,833.97,skiftende
7919,141,0.01,833.98,skriftlige
7920,141,0.01,833.99,stortingsgruppe
7921,141,0.01,834,televerkets
7922,141,0.01,834.01,tårene
7923,141,0.01,834.02,velkjent
7924,141,0.01,834.03,ytelsene
7925,140,0.01,834.04,108
7926,140,0.01,834.05,anbefaling
7927,140,0.01,834.06,anført
7928,140,0.01,834.07,anvende
7929,140,0.01,834.08,demonstrerte
7930,140,0.01,834.09,dempet
7931,140,0.01,834.1,ed
7932,140,0.01,834.11,fastsatte
7933,140,0.01,834.12,folkeavstemning
7934,140,0.01,834.13,folkepartis
7935,140,0.01,834.14,forventning
7936,140,0.01,834.15,frister
7937,140,0.01,834.16,fungert
7938,140,0.01,834.17,grønland
7939,140,0.01,834.18,instituttet
7940,140,0.01,834.19,jurister
7941,140,0.01,834.2,konsept
7942,140,0.01,834.2,konserter
7943,140,0.01,834.21,landskapet
7944,140,0.01,834.22,landsomfattende
7945,140,0.01,834.23,lorentzen
7946,140,0.01,834.24,mangelfull
7947,140,0.01,834.25,markedsføre
7948,140,0.01,834.26,matvarer
7949,140,0.01,834.27,motivet
7950,140,0.01,834.28,omstridt
7951,140,0.01,834.29,oppdatering
7952,140,0.01,834.3,opprettelse
7953,140,0.01,834.31,religiøs
7954,140,0.01,834.32,retninger
7955,140,0.01,834.33,sauer
7956,140,0.01,834.34,sco
7957,140,0.01,834.35,studenten
7958,140,0.01,834.36,støttes
7959,140,0.01,834.37,svakeste
7960,140,0.01,834.38,temaer
7961,140,0.01,834.39,terrenget
7962,140,0.01,834.4,tilleggspensjon
7963,140,0.01,834.41,tradisjonen
7964,140,0.01,834.42,truende
7965,140,0.01,834.43,uglemose
7966,140,0.01,834.44,vestre
7967,140,0.01,834.44,vike
7968,140,0.01,834.45,årsmøtet
7969,140,0.01,834.46,øyenvitner
7970,139,0.01,834.47,104
7971,139,0.01,834.48,alfred
7972,139,0.01,834.49,annonserte
7973,139,0.01,834.5,aud
7974,139,0.01,834.51,big
7975,139,0.01,834.52,brown
7976,139,0.01,834.53,deltagerne
7977,139,0.01,834.54,evelyn
7978,139,0.01,834.55,fartøyet
7979,139,0.01,834.56,fattigdom
7980,139,0.01,834.57,forbeholdt
7981,139,0.01,834.58,gje
7982,139,0.01,834.59,grieg
7983,139,0.01,834.6,grieghallen
7984,139,0.01,834.61,hr
7985,139,0.01,834.62,interaktive
7986,139,0.01,834.63,kleveland
7987,139,0.01,834.64,komiteens
7988,139,0.01,834.64,kommersielt
7989,139,0.01,834.65,komponentene
7990,139,0.01,834.66,liberalisering
7991,139,0.01,834.67,mht
7992,139,0.01,834.68,muntlig
7993,139,0.01,834.69,oljen
7994,139,0.01,834.7,oppga
7995,139,0.01,834.71,pålegges
7996,139,0.01,834.72,ragnhild
7997,139,0.01,834.73,reduksjonen
7998,139,0.01,834.74,registreres
7999,139,0.01,834.75,skottland
8000,139,0.01,834.76,skåret
8001,139,0.01,834.77,sprenge
8002,139,0.01,834.78,stanser
8003,139,0.01,834.79,trøbbel
8004,139,0.01,834.8,vest-tyske
8005,139,0.01,834.81,øde
8006,138,0.01,834.82,102
8007,138,0.01,834.83,amerikaneren
8008,138,0.01,834.84,anker
8009,138,0.01,834.84,apparat
8010,138,0.01,834.85,arbeidsstasjon
8011,138,0.01,834.86,arbeidstiden
8012,138,0.01,834.87,audun
8013,138,0.01,834.88,avvik
8014,138,0.01,834.89,bedret
8015,138,0.01,834.9,beordret
8016,138,0.01,834.91,dan
8017,138,0.01,834.92,filmene
8018,138,0.01,834.93,foretrekke
8019,138,0.01,834.94,generalforsamlingen
8020,138,0.01,834.95,hektisk
8021,138,0.01,834.96,institusjonens
8022,138,0.01,834.97,intellektuelle
8023,138,0.01,834.98,invaliditet
8024,138,0.01,834.99,klok
8025,138,0.01,835,klokt
8026,138,0.01,835.01,kommunal-
8027,138,0.01,835.02,kronen
8028,138,0.01,835.02,lyde
8029,138,0.01,835.03,misbrukt
8030,138,0.01,835.04,myggen
8031,138,0.01,835.05,nasjonen
8032,138,0.01,835.06,olaf
8033,138,0.01,835.07,oppi
8034,138,0.01,835.08,redaktøren
8035,138,0.01,835.09,respektere
8036,138,0.01,835.1,rettens
8037,138,0.01,835.11,sefo
8038,138,0.01,835.12,sjansene
8039,138,0.01,835.13,sjeldne
8040,138,0.01,835.14,skjære
8041,138,0.01,835.15,smale
8042,138,0.01,835.16,stasjonen
8043,138,0.01,835.17,statene
8044,138,0.01,835.18,tause
8045,138,0.01,835.19,tolke
8046,138,0.01,835.19,treffes
8047,138,0.01,835.2,trærne
8048,138,0.01,835.21,utformes
8049,138,0.01,835.22,utslippene
8050,138,0.01,835.23,verdifull
8051,138,0.01,835.24,vits
8052,138,0.01,835.25,åt
8053,138,0.01,835.26,øst-zaire
8054,137,0.01,835.27,1949
8055,137,0.01,835.28,42038
8056,137,0.01,835.29,aase
8057,137,0.01,835.3,anerkjent
8058,137,0.01,835.31,ansikter
8059,137,0.01,835.32,arrangementer
8060,137,0.01,835.33,avdelingene
8061,137,0.01,835.34,barnehage
8062,137,0.01,835.35,bredden
8063,137,0.01,835.35,demonstrasjonene
8064,137,0.01,835.36,eierskap
8065,137,0.01,835.37,favoritt
8066,137,0.01,835.38,forbrytelse
8067,137,0.01,835.39,foretak
8068,137,0.01,835.4,frustrasjon
8069,137,0.01,835.41,fullmakt
8070,137,0.01,835.42,føreren
8071,137,0.01,835.43,gruppens
8072,137,0.01,835.44,hesten
8073,137,0.01,835.45,hørtes
8074,137,0.01,835.46,investeringene
8075,137,0.01,835.47,involverte
8076,137,0.01,835.48,kant
8077,137,0.01,835.49,kaprerne
8078,137,0.01,835.5,kroatia
8079,137,0.01,835.51,kunstnerisk
8080,137,0.01,835.51,låst
8081,137,0.01,835.52,mikkelsen
8082,137,0.01,835.53,mode
8083,137,0.01,835.54,not
8084,137,0.01,835.55,oberst
8085,137,0.01,835.56,omstilling
8086,137,0.01,835.57,organisasjonens
8087,137,0.01,835.58,paulsen
8088,137,0.01,835.59,pene
8089,137,0.01,835.6,piker
8090,137,0.01,835.61,samarbeidspartner
8091,137,0.01,835.62,selvstyre
8092,137,0.01,835.63,smartsuite
8093,137,0.01,835.64,sosialistiske
8094,137,0.01,835.65,sprer
8095,137,0.01,835.66,tapere
8096,137,0.01,835.66,utenrikspolitikk
8097,137,0.01,835.67,variasjoner
8098,137,0.01,835.68,varsle
8099,136,0.01,835.69,balansen
8100,136,0.01,835.7,beskyldninger
8101,136,0.01,835.71,beskyldt
8102,136,0.01,835.72,billigste
8103,136,0.01,835.73,bjarte
8104,136,0.01,835.74,bugge
8105,136,0.01,835.75,disponerer
8106,136,0.01,835.76,dreper
8107,136,0.01,835.77,felle
8108,136,0.01,835.78,forelsket
8109,136,0.01,835.79,forholder
8110,136,0.01,835.8,heiberg
8111,136,0.01,835.8,hester
8112,136,0.01,835.81,il
8113,136,0.01,835.82,industriens
8114,136,0.01,835.83,ingeniører
8115,136,0.01,835.84,kampanjen
8116,136,0.01,835.85,karakteriseres
8117,136,0.01,835.86,konsentrerer
8118,136,0.01,835.87,kvalifiserte
8119,136,0.01,835.88,lokket
8120,136,0.01,835.89,mobiltelefoner
8121,136,0.01,835.9,mujibur
8122,136,0.01,835.91,pensjonering
8123,136,0.01,835.92,pensjonsrettigheter
8124,136,0.01,835.93,prosents
8125,136,0.01,835.94,påtatt
8126,136,0.01,835.94,registre
8127,136,0.01,835.95,ruller
8128,136,0.01,835.96,skrivebordet
8129,136,0.01,835.97,skygge
8130,136,0.01,835.98,sosialdemokratene
8131,136,0.01,835.99,spekulere
8132,136,0.01,836,strømme
8133,136,0.01,836.01,tanzania
8134,136,0.01,836.02,telle
8135,136,0.01,836.03,utsetter
8136,135,0.01,836.04,1980-årene
8137,135,0.01,836.05,ambassadøren
8138,135,0.01,836.06,antatte
8139,135,0.01,836.07,applaus
8140,135,0.01,836.07,arbeidsinntekt
8141,135,0.01,836.08,arbeidsløse
8142,135,0.01,836.09,bestemor
8143,135,0.01,836.1,bruddet
8144,135,0.01,836.11,computerworlds
8145,135,0.01,836.12,ericsson
8146,135,0.01,836.13,fett
8147,135,0.01,836.14,fløting
8148,135,0.01,836.15,fredsavtale
8149,135,0.01,836.16,ik
8150,135,0.01,836.17,informasjonssystemer
8151,135,0.01,836.18,jøran
8152,135,0.01,836.19,kje
8153,135,0.01,836.19,kontakte
8154,135,0.01,836.2,kontinentet
8155,135,0.01,836.21,kristoffersen
8156,135,0.01,836.22,likegyldig
8157,135,0.01,836.23,menneskets
8158,135,0.01,836.24,motsetninger
8159,135,0.01,836.25,oppheves
8160,135,0.01,836.26,orienterte
8161,135,0.01,836.27,planleggingsminister
8162,135,0.01,836.28,prinsippene
8163,135,0.01,836.29,redaksjonen
8164,135,0.01,836.3,redegjøre
8165,135,0.01,836.31,rotet
8166,135,0.01,836.32,samordne
8167,135,0.01,836.32,sentrumspartiene
8168,135,0.01,836.33,smilende
8169,135,0.01,836.34,snille
8170,135,0.01,836.35,solli
8171,135,0.01,836.36,statsborgere
8172,135,0.01,836.37,stemt
8173,135,0.01,836.38,stikkord
8174,135,0.01,836.39,studerer
8175,135,0.01,836.4,støtt
8176,135,0.01,836.41,svekkes
8177,135,0.01,836.42,svendsen
8178,135,0.01,836.43,sverdrup
8179,135,0.01,836.44,taktisk
8180,135,0.01,836.44,tilværelsen
8181,135,0.01,836.45,tre-fire
8182,135,0.01,836.46,ulriken
8183,135,0.01,836.47,unngått
8184,135,0.01,836.48,utforme
8185,135,0.01,836.49,utstilling
8186,135,0.01,836.5,vekket
8187,135,0.01,836.51,verdiene
8188,134,0.01,836.52,1948
8189,134,0.01,836.53,aksjonærer
8190,134,0.01,836.54,annonser
8191,134,0.01,836.55,arbeidsliv
8192,134,0.01,836.56,avslo
8193,134,0.01,836.56,ball
8194,134,0.01,836.57,besittelse
8195,134,0.01,836.58,biskopen
8196,134,0.01,836.59,boeing
8197,134,0.01,836.6,brekke
8198,134,0.01,836.61,bruce
8199,134,0.01,836.62,bryst
8200,134,0.01,836.63,explorer
8201,134,0.01,836.64,fastslo
8202,134,0.01,836.65,flokk
8203,134,0.01,836.66,flyter
8204,134,0.01,836.67,forhåpentligvis
8205,134,0.01,836.67,gjøvik
8206,134,0.01,836.68,honningsvåg
8207,134,0.01,836.69,ihjel
8208,134,0.01,836.7,ingmar
8209,134,0.01,836.71,intervjuer
8210,134,0.01,836.72,just
8211,134,0.01,836.73,lunsj
8212,134,0.01,836.74,lykkelige
8213,134,0.01,836.75,mia
8214,134,0.01,836.76,olof
8215,134,0.01,836.77,personskader
8216,134,0.01,836.78,raskest
8217,134,0.01,836.78,respons
8218,134,0.01,836.79,ris
8219,134,0.01,836.8,sangen
8220,134,0.01,836.81,separat
8221,134,0.01,836.82,slite
8222,134,0.01,836.83,torsk
8223,134,0.01,836.84,tveit
8224,134,0.01,836.85,ulf
8225,134,0.01,836.86,ulykkesstedet
8226,134,0.01,836.87,århundreskiftet
8227,133,0.01,836.88,amund
8228,133,0.01,836.89,behersker
8229,133,0.01,836.89,brikker
8230,133,0.01,836.9,danset
8231,133,0.01,836.91,dataspill
8232,133,0.01,836.92,demonstrert
8233,133,0.01,836.93,do
8234,133,0.01,836.94,elv
8235,133,0.01,836.95,flate
8236,133,0.01,836.96,flyers
8237,133,0.01,836.97,formidlet
8238,133,0.01,836.98,fullmakter
8239,133,0.01,836.99,fødsel
8240,133,0.01,837,gøteborg
8241,133,0.01,837,hevn
8242,133,0.01,837.01,indonesias
8243,133,0.01,837.02,infrastrukturen
8244,133,0.01,837.03,innerst
8245,133,0.01,837.04,inntraff
8246,133,0.01,837.05,integritet
8247,133,0.01,837.06,johnny
8248,133,0.01,837.07,klarlagt
8249,133,0.01,837.08,knærne
8250,133,0.01,837.09,kongsvinger
8251,133,0.01,837.1,konsesjonen
8252,133,0.01,837.1,lammet
8253,133,0.01,837.11,lykken
8254,133,0.01,837.12,mishandlet
8255,133,0.01,837.13,moland
8256,133,0.01,837.14,optimisme
8257,133,0.01,837.15,orkester
8258,133,0.01,837.16,oscar
8259,133,0.01,837.17,prisstigningen
8260,133,0.01,837.18,protocol
8261,133,0.01,837.19,riksnett
8262,133,0.01,837.2,rud
8263,133,0.01,837.2,sammenslåing
8264,133,0.01,837.21,sida
8265,133,0.01,837.22,signert
8266,133,0.01,837.23,siv
8267,133,0.01,837.24,sovjetunionens
8268,133,0.01,837.25,svingte
8269,133,0.01,837.26,symbol
8270,133,0.01,837.27,tele-
8271,133,0.01,837.28,thommessen
8272,133,0.01,837.29,till
8273,133,0.01,837.3,tiltro
8274,133,0.01,837.31,tregt
8275,133,0.01,837.31,tunnel
8276,133,0.01,837.32,university
8277,133,0.01,837.33,utveksling
8278,133,0.01,837.34,valley
8279,133,0.01,837.35,vellykkede
8280,132,0.01,837.36,avdekke
8281,132,0.01,837.37,beijing
8282,132,0.01,837.38,betydd
8283,132,0.01,837.39,bulgaria
8284,132,0.01,837.4,energidepartementet
8285,132,0.01,837.4,enkleste
8286,132,0.01,837.41,erkjennelse
8287,132,0.01,837.42,etikk
8288,132,0.01,837.43,etterfølgende
8289,132,0.01,837.44,evakuert
8290,132,0.01,837.45,fastslått
8291,132,0.01,837.46,fbi
8292,132,0.01,837.47,fo
8293,132,0.01,837.48,fortrolig
8294,132,0.01,837.49,hjerter
8295,132,0.01,837.5,hyggelige
8296,132,0.01,837.5,instanser
8297,132,0.01,837.51,konstaterte
8298,132,0.01,837.52,lektor
8299,132,0.01,837.53,lojalitet
8300,132,0.01,837.54,mesterskapet
8301,132,0.01,837.55,morderen
8302,132,0.01,837.56,ms
8303,132,0.01,837.57,ménerstatning
8304,132,0.01,837.58,preges
8305,132,0.01,837.59,pressetalsmann
8306,132,0.01,837.59,priset
8307,132,0.01,837.6,regjeringa
8308,132,0.01,837.61,riket
8309,132,0.01,837.62,rolige
8310,132,0.01,837.63,showet
8311,132,0.01,837.64,sjarmerende
8312,132,0.01,837.65,skandinaviske
8313,132,0.01,837.66,smile
8314,132,0.01,837.67,standpunkter
8315,132,0.01,837.68,statsstøtte
8316,132,0.01,837.69,straffbart
8317,132,0.01,837.69,støy
8318,132,0.01,837.7,support
8319,132,0.01,837.71,tel
8320,132,0.01,837.72,teorier
8321,132,0.01,837.73,tolker
8322,132,0.01,837.74,tribunen
8323,132,0.01,837.75,triumf
8324,132,0.01,837.76,tydet
8325,132,0.01,837.77,umiddelbar
8326,132,0.01,837.78,verdifulle
8327,132,0.01,837.78,wall
8328,132,0.01,837.79,wilhelmsen
8329,131,0.01,837.8,1200
8330,131,0.01,837.81,1946
8331,131,0.01,837.82,ac
8332,131,0.01,837.83,anmelder
8333,131,0.01,837.84,begeistring
8334,131,0.01,837.85,begreper
8335,131,0.01,837.86,bekymrer
8336,131,0.01,837.87,blaffen
8337,131,0.01,837.87,broer
8338,131,0.01,837.88,brødre
8339,131,0.01,837.89,båtene
8340,131,0.01,837.9,chi
8341,131,0.01,837.91,delhi
8342,131,0.01,837.92,egenskap
8343,131,0.01,837.93,enerett
8344,131,0.01,837.94,etat
8345,131,0.01,837.95,etterforsker
8346,131,0.01,837.96,farens
8347,131,0.01,837.96,feste
8348,131,0.01,837.97,fil
8349,131,0.01,837.98,forkastet
8350,131,0.01,837.99,formulert
8351,131,0.01,838,fremlagt
8352,131,0.01,838.01,fylkesmann
8353,131,0.01,838.02,fødselen
8354,131,0.01,838.03,gerhard
8355,131,0.01,838.04,goder
8356,131,0.01,838.05,hardanger
8357,131,0.01,838.05,innspill
8358,131,0.01,838.06,inntar
8359,131,0.01,838.07,intense
8360,131,0.01,838.08,investorene
8361,131,0.01,838.09,jahn
8362,131,0.01,838.1,johs
8363,131,0.01,838.11,kapitlet
8364,131,0.01,838.12,kilden
8365,131,0.01,838.13,klarhet
8366,131,0.01,838.14,kommunevalget
8367,131,0.01,838.14,kongelig
8368,131,0.01,838.15,mislykket
8369,131,0.01,838.16,måler
8370,131,0.01,838.17,nestformann
8371,131,0.01,838.18,nor
8372,131,0.01,838.19,novit
8373,131,0.01,838.2,omringet
8374,131,0.01,838.21,overlevert
8375,131,0.01,838.22,paradox
8376,131,0.01,838.22,posisjoner
8377,131,0.01,838.23,punktene
8378,131,0.01,838.24,rykke
8379,131,0.01,838.25,semifinalen
8380,131,0.01,838.26,sikrere
8381,131,0.01,838.27,skl
8382,131,0.01,838.28,skrik
8383,131,0.01,838.29,smart
8384,131,0.01,838.3,speilet
8385,131,0.01,838.31,sri
8386,131,0.01,838.31,svensken
8387,131,0.01,838.32,tabeller
8388,131,0.01,838.33,th
8389,131,0.01,838.34,utviklinga
8390,131,0.01,838.35,vennene
8391,131,0.01,838.36,verdighet
8392,131,0.01,838.37,våken
8393,131,0.01,838.38,øieblikk
8394,130,0.01,838.39,alvorligste
8395,130,0.01,838.4,arbeidssøkere
8396,130,0.01,838.4,argumentet
8397,130,0.01,838.41,baner
8398,130,0.01,838.42,bestemmes
8399,130,0.01,838.43,betalingsoppdrag
8400,130,0.01,838.44,dagsordenen
8401,130,0.01,838.45,fingeren
8402,130,0.01,838.46,flaks
8403,130,0.01,838.47,fyren
8404,130,0.01,838.48,førtidspensjon
8405,130,0.01,838.48,gjenværende
8406,130,0.01,838.49,guatemala
8407,130,0.01,838.5,hagens
8408,130,0.01,838.51,harket
8409,130,0.01,838.52,iført
8410,130,0.01,838.53,infoworld
8411,130,0.01,838.54,innfri
8412,130,0.01,838.55,kritikerne
8413,130,0.01,838.56,lister
8414,130,0.01,838.56,medførte
8415,130,0.01,838.57,messe
8416,130,0.01,838.58,nøyer
8417,130,0.01,838.59,olympic
8418,130,0.01,838.6,overlegen
8419,130,0.01,838.61,plo
8420,130,0.01,838.62,promille
8421,130,0.01,838.63,rasisme
8422,130,0.01,838.64,retur
8423,130,0.01,838.64,royal
8424,130,0.01,838.65,skyting
8425,130,0.01,838.66,sunt
8426,130,0.01,838.67,sønner
8427,130,0.01,838.68,tent
8428,130,0.01,838.69,tyveri
8429,130,0.01,838.7,underliggende
8430,130,0.01,838.71,utarbeides
8431,130,0.01,838.72,årslønn
8432,129,0.01,838.72,106
8433,129,0.01,838.73,320
8434,129,0.01,838.74,aksept
8435,129,0.01,838.75,arafats
8436,129,0.01,838.76,arna
8437,129,0.01,838.77,barnehagen
8438,129,0.01,838.78,begynnelse
8439,129,0.01,838.79,beskyldningene
8440,129,0.01,838.8,borger
8441,129,0.01,838.8,brakk
8442,129,0.01,838.81,bulls
8443,129,0.01,838.82,bød
8444,129,0.01,838.83,drøftingene
8445,129,0.01,838.84,drømte
8446,129,0.01,838.85,eftevaag
8447,129,0.01,838.86,ekteskapet
8448,129,0.01,838.87,emnet
8449,129,0.01,838.88,ensomme
8450,129,0.01,838.88,evensen
8451,129,0.01,838.89,finans
8452,129,0.01,838.9,forsikringsselskapene
8453,129,0.01,838.91,gammeldags
8454,129,0.01,838.92,haag
8455,129,0.01,838.93,historiens
8456,129,0.01,838.94,hytter
8457,129,0.01,838.95,kontroversielle
8458,129,0.01,838.95,kriminaliteten
8459,129,0.01,838.96,landsstyret
8460,129,0.01,838.97,larry
8461,129,0.01,838.98,likeså
8462,129,0.01,838.99,lovverk
8463,129,0.01,839,mangfold
8464,129,0.01,839.01,massiv
8465,129,0.01,839.02,menighet
8466,129,0.01,839.03,momenter
8467,129,0.01,839.03,overensstemmelse
8468,129,0.01,839.04,politifolkene
8469,129,0.01,839.05,politikammeret
8470,129,0.01,839.06,pop
8471,129,0.01,839.07,sanksjoner
8472,129,0.01,839.08,smell
8473,129,0.01,839.09,ssb
8474,129,0.01,839.1,studerte
8475,129,0.01,839.11,sveitsiske
8476,129,0.01,839.11,sårt
8477,129,0.01,839.12,terrorister
8478,129,0.01,839.13,uni
8479,129,0.01,839.14,vanligste
8480,128,0.01,839.15,advare
8481,128,0.01,839.16,arbeidsløshet
8482,128,0.01,839.17,coca-cola
8483,128,0.01,839.18,datasystem
8484,128,0.01,839.18,dobbel
8485,128,0.01,839.19,etablerer
8486,128,0.01,839.2,etiopia
8487,128,0.01,839.21,folkvord
8488,128,0.01,839.22,fordømte
8489,128,0.01,839.23,forfulgt
8490,128,0.01,839.24,forhørsrett
8491,128,0.01,839.25,forskjellsbehandling
8492,128,0.01,839.25,frøiland
8493,128,0.01,839.26,göteborg
8494,128,0.01,839.27,helikoptre
8495,128,0.01,839.28,hovland
8496,128,0.01,839.29,hverandres
8497,128,0.01,839.3,individuelt
8498,128,0.01,839.31,indo-kina
8499,128,0.01,839.32,israelere
8500,128,0.01,839.32,knutsen
8501,128,0.01,839.33,konsentrasjon
8502,128,0.01,839.34,korrekte
8503,128,0.01,839.35,kristiansund
8504,128,0.01,839.36,kritikere
8505,128,0.01,839.37,landsdekkende
8506,128,0.01,839.38,leveraas
8507,128,0.01,839.39,motoren
8508,128,0.01,839.39,nevneverdig
8509,128,0.01,839.4,offiser
8510,128,0.01,839.41,oppheim
8511,128,0.01,839.42,porsanger
8512,128,0.01,839.43,påfølgende
8513,128,0.01,839.44,sammenligner
8514,128,0.01,839.45,sann
8515,128,0.01,839.46,sarajevo
8516,128,0.01,839.47,scandinavia
8517,128,0.01,839.47,skadede
8518,128,0.01,839.48,soner
8519,128,0.01,839.49,sonet
8520,128,0.01,839.5,strandli
8521,128,0.01,839.51,tolkning
8522,128,0.01,839.52,totland
8523,128,0.01,839.53,utfordrende
8524,128,0.01,839.54,uttelling
8525,128,0.01,839.54,utvidelsen
8526,128,0.01,839.55,vegg
8527,128,0.01,839.56,verftet
8528,128,0.01,839.57,vonde
8529,128,0.01,839.58,young
8530,128,0.01,839.59,ytterliggående
8531,127,0.01,839.6,angi
8532,127,0.01,839.61,arealer
8533,127,0.01,839.61,atferd
8534,127,0.01,839.62,avventer
8535,127,0.01,839.63,baseres
8536,127,0.01,839.64,beskattes
8537,127,0.01,839.65,blåst
8538,127,0.01,839.66,bosted
8539,127,0.01,839.67,danmarks
8540,127,0.01,839.67,danse
8541,127,0.01,839.68,diskusjoner
8542,127,0.01,839.69,ellison
8543,127,0.01,839.7,ens
8544,127,0.01,839.71,flasker
8545,127,0.01,839.72,flykte
8546,127,0.01,839.73,forståelsen
8547,127,0.01,839.74,gavepensjon
8548,127,0.01,839.74,godkjennelse
8549,127,0.01,839.75,grunnbeløpet
8550,127,0.01,839.76,heath
8551,127,0.01,839.77,hovedkvarteret
8552,127,0.01,839.78,innlede
8553,127,0.01,839.79,jubel
8554,127,0.01,839.8,kategori
8555,127,0.01,839.81,kommunistpartiet
8556,127,0.01,839.81,lønning
8557,127,0.01,839.82,lønnsvekst
8558,127,0.01,839.83,majoren
8559,127,0.01,839.84,mengden
8560,127,0.01,839.85,mesterskap
8561,127,0.01,839.86,motstridende
8562,127,0.01,839.87,narkomane
8563,127,0.01,839.88,oddekalv
8564,127,0.01,839.88,prioriteres
8565,127,0.01,839.89,protestantiske
8566,127,0.01,839.9,pågikk
8567,127,0.01,839.91,radikalt
8568,127,0.01,839.92,reinert
8569,127,0.01,839.93,reportasje
8570,127,0.01,839.94,rita
8571,127,0.01,839.94,satses
8572,127,0.01,839.95,set
8573,127,0.01,839.96,slagord
8574,127,0.01,839.97,springer
8575,127,0.01,839.98,stabile
8576,127,0.01,839.99,stillheten
8577,127,0.01,840,studie
8578,127,0.01,840.01,svinger
8579,127,0.01,840.01,takknemlig
8580,127,0.01,840.02,tilfredsstiller
8581,127,0.01,840.03,tysklands
8582,127,0.01,840.04,uklare
8583,127,0.01,840.05,venninne
8584,127,0.01,840.06,verdensomspennende
8585,126,0.01,840.07,act
8586,126,0.01,840.08,apparatet
8587,126,0.01,840.08,avslutningen
8588,126,0.01,840.09,barnebarn
8589,126,0.01,840.1,beite
8590,126,0.01,840.11,brukbart
8591,126,0.01,840.12,deling
8592,126,0.01,840.13,delstaten
8593,126,0.01,840.14,disponent
8594,126,0.01,840.14,distribueres
8595,126,0.01,840.15,flom
8596,126,0.01,840.16,forveien
8597,126,0.01,840.17,fotograf
8598,126,0.01,840.18,gjelsvik
8599,126,0.01,840.19,jugoslaviske
8600,126,0.01,840.2,karsten
8601,126,0.01,840.2,kopiere
8602,126,0.01,840.21,kronene
8603,126,0.01,840.22,krysse
8604,126,0.01,840.23,kulturell
8605,126,0.01,840.24,kvam
8606,126,0.01,840.25,medvirke
8607,126,0.01,840.26,mester
8608,126,0.01,840.27,norad
8609,126,0.01,840.27,osse
8610,126,0.01,840.28,overvåket
8611,126,0.01,840.29,paa
8612,126,0.01,840.3,privatisering
8613,126,0.01,840.31,røper
8614,126,0.01,840.32,selvtillit
8615,126,0.01,840.33,slektninger
8616,126,0.01,840.33,slitne
8617,126,0.01,840.34,sten
8618,126,0.01,840.35,stilen
8619,126,0.01,840.36,stjele
8620,126,0.01,840.37,tillitsvalgte
8621,126,0.01,840.38,utland
8622,126,0.01,840.39,utviklerne
8623,126,0.01,840.39,varige
8624,126,0.01,840.4,visjoner
8625,126,0.01,840.41,vri
8626,125,0.01,840.42,anbefalinger
8627,125,0.01,840.43,barndom
8628,125,0.01,840.44,bero
8629,125,0.01,840.45,danser
8630,125,0.01,840.45,designer
8631,125,0.01,840.46,drøy
8632,125,0.01,840.47,eksporten
